Id,Latitude,Longitude,GL_ID,Basin,Sub_Basin,Area,Elevation,Type,Country
144,28.40839749790,84.21732406030,GL084217E28408N,Gandaki,Seti,0.03194697901,4124,E(o),Nepal
158,28.42723594390,84.19941428290,GL084199E28427N,Gandaki,Seti,0.00549094366,4046,E(o),Nepal
168,28.43408725840,84.20580557380,GL084205E28434N,Gandaki,Seti,0.01255790730,4177,E(o),Nepal
178,28.44681019400,84.11693908980,GL084116E28446N,Gandaki,Seti,0.10248681707,2444,O,Nepal
180,28.45336499120,84.25419794350,GL084254E28453N,Gandaki,Marsyangdi,0.04630925611,4563,M(o),Nepal
181,28.45742421430,84.25227667000,GL084252E28457N,Gandaki,Marsyangdi,0.01286784054,4581,M(o),Nepal
182,28.45900899040,84.25945133980,GL084259E28459N,Gandaki,Marsyangdi,0.06160107831,4555,M(e),Nepal
184,28.46224966670,84.26150519970,GL084261E28462N,Gandaki,Marsyangdi,0.02234336777,4586,M(e),Nepal
185,28.46872034640,83.77264455920,GL083772E28468N,Gandaki,Kali Gandaki,0.01589979642,4382,E(c),Nepal
195,28.49679515800,84.25533712110,GL084255E28496N,Gandaki,Marsyangdi,0.11237986407,4993,E(c),Nepal
234,28.58329865470,84.08409771180,GL084084E28583N,Gandaki,Marsyangdi,0.01870776062,4866,M(e),Nepal
194,28.48851560420,84.48552109340,GL084485E28488N,Gandaki,Marsyangdi,0.92565689124,4033,M(e),Nepal
242,28.61581337420,84.31951867220,GL084319E28615N,Gandaki,Marsyangdi,0.02527321878,5177,M(o),Nepal
246,28.62008948220,84.31459870640,GL084314E28620N,Gandaki,Marsyangdi,0.00695377297,5041,M(o),Nepal
248,28.62183533990,84.30420832120,GL084304E28621N,Gandaki,Marsyangdi,0.00801448164,4861,M(o),Nepal
250,28.62670298880,84.29087693850,GL084290E28626N,Gandaki,Marsyangdi,0.04507212703,4754,M(e),Nepal
254,28.64158213270,83.79101388640,GL083791E28641N,Gandaki,Kali Gandaki,0.01048443079,4085,M(o),Nepal
255,28.64224232080,83.78986810810,GL083789E28642N,Gandaki,Kali Gandaki,0.00860451402,4075,M(o),Nepal
257,28.64395631460,84.26872932630,GL084268E28643N,Gandaki,Marsyangdi,0.00603568039,5151,E(o),Nepal
258,28.64463185410,84.26226369240,GL084262E28644N,Gandaki,Marsyangdi,0.01493396021,5004,M(e),Nepal
259,28.64843920220,84.36385706310,GL084363E28648N,Gandaki,Marsyangdi,0.00346895020,4093,E(o),Nepal
261,28.65673119460,84.45803671850,GL084458E28656N,Gandaki,Marsyangdi,0.08874505575,4037,M(l),Nepal
264,28.66334791620,84.01679882830,GL084016E28663N,Gandaki,Marsyangdi,0.06416828745,3515,M(o),Nepal
265,28.66473524110,84.46195075100,GL084461E28664N,Gandaki,Marsyangdi,0.00641099972,4150,M(o),Nepal
267,28.66300902400,84.47150367130,GL084471E28663N,Gandaki,Marsyangdi,0.24644657593,4087,M(l),Nepal
270,28.67212683750,83.86782302930,GL083867E28672N,Gandaki,Marsyangdi,0.00630295269,4977,M(o),Nepal
271,28.67185512830,83.85906035550,GL083859E28671N,Gandaki,Marsyangdi,0.01601227044,4991,M(e),Nepal
272,28.67227128260,83.86577052890,GL083865E28672N,Gandaki,Marsyangdi,0.00988841451,4972,M(o),Nepal
273,28.67206985250,83.86370166150,GL083863E28672N,Gandaki,Marsyangdi,0.03417791226,4956,M(o),Nepal
276,28.67613787460,84.05563438870,GL084055E28676N,Gandaki,Marsyangdi,0.01088245578,4580,E(o),Nepal
279,28.67981419210,84.44009383620,GL084440E28679N,Gandaki,Marsyangdi,0.00483962046,4316,I(s),Nepal
280,28.67977033590,84.06118219930,GL084061E28679N,Gandaki,Marsyangdi,0.04151784510,4612,E(o),Nepal
282,28.68371692230,84.43207495620,GL084432E28683N,Gandaki,Marsyangdi,0.00694897779,4369,I(s),Nepal
283,28.68766591250,84.43798259140,GL084437E28687N,Gandaki,Marsyangdi,0.00635499950,4338,M(o),Nepal
286,28.69732002390,83.87944060120,GL083879E28697N,Gandaki,Marsyangdi,0.04501493574,5161,M(o),Nepal
288,28.70699318130,83.82155855920,GL083821E28706N,Gandaki,Marsyangdi,0.01706724533,5114,M(o),Nepal
291,28.69088517190,83.85184101640,GL083851E28690N,Gandaki,Marsyangdi,3.38412758141,4910,M(e),Nepal
292,28.70993059160,83.89596752350,GL083895E28709N,Gandaki,Marsyangdi,0.02188394766,5004,E(o),Nepal
293,28.71210303820,83.92023737780,GL083920E28712N,Gandaki,Marsyangdi,0.11362406304,4984,M(o),Nepal
294,28.71592358190,83.91256164300,GL083912E28715N,Gandaki,Marsyangdi,0.01971007193,5046,E(o),Nepal
295,28.71804505010,83.85679050410,GL083856E28718N,Gandaki,Marsyangdi,0.01105741251,5481,E(c),Nepal
296,28.72152992730,83.89239324820,GL083892E28721N,Gandaki,Marsyangdi,0.00482664560,5075,M(o),Nepal
297,28.72241564990,83.89046460300,GL083890E28722N,Gandaki,Marsyangdi,0.01892639221,5092,M(o),Nepal
298,28.72559692590,83.90278964260,GL083902E28725N,Gandaki,Marsyangdi,0.02393878463,5113,M(o),Nepal
299,28.72611891880,83.88993421030,GL083889E28726N,Gandaki,Marsyangdi,0.15790358702,5103,M(e),Nepal
303,28.74451916210,83.99719876640,GL083997E28744N,Gandaki,Marsyangdi,0.02399697775,4906,M(e),Nepal
305,28.75150334100,84.08320595980,GL084083E28751N,Gandaki,Marsyangdi,0.03029173778,5146,M(l),Nepal
306,28.75197908010,83.92851122300,GL083928E28751N,Gandaki,Marsyangdi,0.01493632135,5211,E(o),Nepal
316,28.80041053920,83.96001499150,GL083960E28800N,Gandaki,Marsyangdi,0.01092081837,5466,M(o),Nepal
317,28.80257404070,83.95991952970,GL083959E28802N,Gandaki,Marsyangdi,0.01293118766,5455,M(o),Nepal
318,28.81772788470,84.33288891070,GL084332E28817N,Gandaki,Marsyangdi,0.06316505439,5273,M(e),Nepal
320,28.82030267990,84.12462911880,GL084124E28820N,Gandaki,Marsyangdi,0.03748571959,5311,M(e),Nepal
322,28.82568132330,84.33541303530,GL084335E28825N,Gandaki,Marsyangdi,0.00610438685,5449,M(o),Nepal
323,28.82574290400,84.05403574740,GL084054E28825N,Gandaki,Marsyangdi,0.00947312221,5421,E(o),Nepal
324,28.82571169920,84.14980886420,GL084149E28825N,Gandaki,Marsyangdi,0.09544587842,5400,M(e),Nepal
326,28.83010923300,84.22218159850,GL084222E28830N,Gandaki,Marsyangdi,0.01095168771,5611,E(o),Nepal
328,28.82972066710,84.14529982200,GL084145E28829N,Gandaki,Marsyangdi,0.02914032666,5480,M(e),Nepal
332,28.84335573460,83.94062523370,GL083940E28843N,Gandaki,Kali Gandaki,0.01990406509,5634,E(o),Nepal
334,28.85081848830,84.06455282480,GL084064E28850N,Gandaki,Kali Gandaki,0.01155830267,5572,M(o),Nepal
335,28.85301320970,84.06556704980,GL084065E28853N,Gandaki,Kali Gandaki,0.01356457690,5613,M(o),Nepal
337,28.85823844830,84.09912518590,GL084099E28858N,Gandaki,Marsyangdi,0.00884280876,5493,E(o),Nepal
339,28.87687174210,84.26614970370,GL084266E28876N,Gandaki,Marsyangdi,0.00490204515,5373,I(s),Nepal
340,28.87943243980,84.22497934620,GL084224E28879N,Gandaki,Marsyangdi,0.00914206223,5389,E(o),Nepal
251,28.63362023630,83.55972045120,GL083559E28633N,Gandaki,Kali Gandaki,0.02681060791,4279,M(o),Nepal
256,28.64195826810,83.78726855490,GL083787E28641N,Gandaki,Kali Gandaki,0.04488072873,4049,M(e),Nepal
333,28.84501910380,83.54131931720,GL083541E28845N,Gandaki,Kali Gandaki,0.00970464560,5430,E(o),Nepal
336,28.85402789490,83.54958824880,GL083549E28854N,Gandaki,Kali Gandaki,0.01264109636,5627,M(o),Nepal
341,28.88622033170,83.52742767850,GL083527E28886N,Gandaki,Kali Gandaki,0.30850501310,5573,M(e),Nepal
346,28.93051553930,84.20575375260,GL084205E28930N,Gandaki,Kali Gandaki,0.02304607044,5429,M(o),Nepal
351,28.94193164150,83.59821254890,GL083598E28941N,Gandaki,Kali Gandaki,0.01802739319,5482,E(o),Nepal
357,28.96181898030,83.63329373280,GL083633E28961N,Gandaki,Kali Gandaki,0.02827002266,5534,E(o),Nepal
360,28.96683453460,83.60453918070,GL083604E28966N,Gandaki,Kali Gandaki,0.03319701268,5495,E(o),Nepal
363,28.96882598050,83.60560842440,GL083605E28968N,Gandaki,Kali Gandaki,0.01492485847,5490,M(o),Nepal
367,28.97048889510,83.64005621200,GL083640E28970N,Gandaki,Kali Gandaki,0.03909229031,5517,M(e),Nepal
368,28.97277394620,83.74421678290,GL083744E28972N,Gandaki,Kali Gandaki,0.00434683671,5707,M(o),Nepal
369,28.97300914370,83.74237201520,GL083742E28973N,Gandaki,Kali Gandaki,0.01320547641,5710,M(o),Nepal
371,28.97370324620,83.74004408060,GL083740E28973N,Gandaki,Kali Gandaki,0.02453233455,5703,M(o),Nepal
372,28.97768919370,83.62654075250,GL083626E28977N,Gandaki,Kali Gandaki,0.00597068801,5540,E(o),Nepal
375,28.98214962230,83.72693623080,GL083726E28982N,Gandaki,Kali Gandaki,0.02248539822,5560,M(o),Nepal
377,28.98631500830,83.71329036440,GL083713E28986N,Gandaki,Kali Gandaki,0.01921179601,5617,M(o),Nepal
378,28.99604781140,83.75485043110,GL083754E28996N,Gandaki,Kali Gandaki,0.02273260737,5557,M(o),Nepal
379,28.99831300160,83.70122097290,GL083701E28998N,Gandaki,Kali Gandaki,0.02803705973,5521,M(o),Nepal
380,28.99923869690,83.74652444720,GL083746E28999N,Gandaki,Kali Gandaki,0.00950419715,5718,M(o),Nepal
381,29.00303242450,83.71778850490,GL083717E29003N,Gandaki,Kali Gandaki,0.01725685629,5633,M(o),Nepal
382,29.00618605430,83.75875050080,GL083758E29006N,Gandaki,Kali Gandaki,0.00831878210,5656,E(o),Nepal
383,29.01729375010,83.63508683360,GL083635E29017N,Gandaki,Kali Gandaki,0.04700623185,5548,E(o),Nepal
384,29.02241509900,83.63874885750,GL083638E29022N,Gandaki,Kali Gandaki,0.01265649284,5614,M(o),Nepal
385,29.02391385100,84.15535553720,GL084155E29023N,Gandaki,Kali Gandaki,0.01830550110,5640,M(o),Nepal
386,29.02445288970,83.63238443170,GL083632E29024N,Gandaki,Kali Gandaki,0.03557052125,5649,M(e),Nepal
387,29.03871373060,83.66933049380,GL083669E29038N,Gandaki,Kali Gandaki,0.10360535600,5471,E(o),Nepal
388,29.04575902400,83.67404691760,GL083674E29045N,Gandaki,Kali Gandaki,0.13305665174,5433,M(e),Nepal
389,29.06294103630,83.66070395220,GL083660E29062N,Gandaki,Kali Gandaki,0.00508009675,5658,M(o),Nepal
390,29.07216623800,83.64474221010,GL083644E29072N,Gandaki,Kali Gandaki,0.04736082310,5501,M(e),Nepal
391,29.07570828320,83.63658665210,GL083636E29075N,Gandaki,Kali Gandaki,0.00336371505,5588,E(o),Nepal
392,29.07516014550,83.65429632370,GL083654E29075N,Gandaki,Kali Gandaki,0.01897370205,5469,M(e),Nepal
393,29.07648647860,83.65164382010,GL083651E29076N,Gandaki,Kali Gandaki,0.03175314291,5474,M(l),Nepal
394,29.08477411820,83.74836589530,GL083748E29084N,Gandaki,Kali Gandaki,0.02009587327,5756,M(o),Nepal
395,29.08806491610,83.62842983350,GL083628E29088N,Gandaki,Kali Gandaki,0.00919795279,5681,M(o),Nepal
396,29.08964555730,83.63414473050,GL083634E29089N,Gandaki,Kali Gandaki,0.02118853789,5589,M(o),Nepal
397,29.09052593180,83.71378061950,GL083713E29090N,Gandaki,Kali Gandaki,0.00526156098,5674,M(o),Nepal
398,29.09161217580,83.62670694780,GL083626E29091N,Gandaki,Kali Gandaki,0.01061508381,5655,M(o),Nepal
399,29.09171211560,83.63320615820,GL083633E29091N,Gandaki,Kali Gandaki,0.01220332288,5598,M(o),Nepal
